ran_lats,ran_lngs,City Name,Country,Lat,Lng,temp,max_temp,clouds,humidity,wind_speed
66.58231007617889,78.00372153006481,Urengoy,RU,65.957138,78.34486400000002,-3.02,-3.02,48,75,9.19
-58.55047502621399,-126.51986447001349,Rikitea,PF,-23.119901,-134.9702654,73,73,48,100,18.59
30.58588515109122,-25.515965273131826,Vila Franca Do Campo,PT,37.7157269,-25.4345063,66.2,66.2,40,82,5.82
-17.437229468428185,-18.999442233906535,Georgetown,SH,38.9076089,-77.07225849999999,77,77,20,65,17.22
72.13610716924111,26.21794293984769,Honningsvag,NO,70.9822909,25.9702075,32.27,32.27,20,100,8.75
-24.48210539068394,-101.94137636666532,Puerto Ayora,EC,-0.7432918,-90.3156893,78.8,78.8,20,50,16.11
-36.52071731482444,18.847248290795108,Hermanus,ZA,-34.4092004,19.2504436,63.23,63.23,0,59,3.71
-66.8191912894394,57.61985801216548,Taolanaro,MG,-25.0225309,46.9853688,,,,,
1.9728666377559705,141.89750936880586,Vanimo,PG,-2.6896767,141.2998457,83.03,83.03,76,100,15.46
7.493572064307926,73.73572861162572,Dhidhdhoo,MV,6.888643999999999,73.113569,81.32,81.32,12,100,0.81
50.001557324067505,143.3070238664198,Smirnykh,RU,49.7567238,142.8481098,12.56,12.56,24,76,15.01
-59.23561825673004,83.71185403329702,Busselton,AU,-33.6554927,115.3500188,61.12,61.12,76,100,10.87
12.635846647045014,3.6005583745121896,Dosso,NE,13.0504833,3.2080991,87.26,87.26,24,53,1.81
34.51242279014042,48.354907652454216,Tuysarkan,IR,34.5497961,48.4537424,,,,,
51.843081837579774,127.3282804531666,Shimanovsk,RU,51.9969781,127.6855884,-14.63,-14.63,0,64,5.61
23.597503714354033,-29.642337313073625,Ponta Do Sol,CV,32.6854883,-17.0864266,76.69,76.69,0,100,14.34
8.270255762437785,-37.60314858141976,Itarema,BR,-2.9209642,-39.91673979999999,,,,,
33.322400505747154,-125.89551536609414,Pacific Grove,US,36.6177374,-121.9166215,58.93,62.6,1,48,5.82
82.26286484071755,-164.55369572954106,Barrow,US,71.29055559999999,-156.788611,12.2,12.2,90,78,5.61
-24.94968854685571,-64.13498791587264,San Pedro,AR,33.7360619,-118.2922461,62.6,62.6,90,45,17.22
-64.86260699845556,36.66912750434341,Port Alfred,ZA,-33.5864065,26.8851448,62.47,62.47,0,88,6.17
35.550192874045294,-116.34477047602662,Pahrump,US,36.2082943,-115.9839147,52.05,55.4,1,17,6.93
-12.541009603104811,-116.24026960377175,Rikitea,PF,-23.119901,-134.9702654,73,73,48,100,18.59
77.64964220386216,-156.74088309437852,Barrow,US,71.29055559999999,-156.788611,12.2,12.2,90,78,5.61
20.366711362646114,-41.45281249288843,Ponta Do Sol,CV,32.6854883,-17.0864266,76.69,76.69,0,100,14.34
38.92420882211607,104.77903461212236,Yinchuan,CN,38.487193,106.230908,19.76,19.76,56,47,4.38
-79.55543938113045,128.96600256570855,New Norfolk,AU,-42.7828332,147.0593848,59,59,0,77,6.93
5.572385851048324,-82.82768293753749,Burica,PA,4.7228907,-74.1151981,,,,,
63.51606174068385,91.8853503336835,Teya,RU,60.377472,92.651665,13.15,13.15,92,80,3.71
-29.855717406615057,-37.628857878964226,Arraial Do Cabo,BR,-22.9657374,-42.02798689999999,83.28,84.2,40,70,27.51
-80.97444040748033,58.673813409336645,East London,ZA,-33.0291582,27.8545867,60.8,60.8,0,72,4.7
-86.48109072097384,-39.159743243155674,Ushuaia,AR,-54.8019121,-68.3029511,33.8,33.8,75,100,24.16
-36.06737479970384,-90.48837969263057,Lebu,CL,-37.6097143,-73.6483294,55.49,55.49,0,98,19.26
-7.6927323341503495,62.4568995782069,Victoria,SC,28.8052674,-97.0035982,75.2,75.2,75,94,6.93
51.64693391108341,109.03392619317464,Novoilinsk,RU,51.68801149999999,108.7104532,,,,,
56.260520968385094,74.65238195897982,Muromtsevo,RU,55.9318834,40.9077578,25.25,25.25,76,88,9.64
-17.029551214805693,-70.68890757115462,Torata,PE,-17.0759571,-70.8432115,60.89,60.89,0,33,3.15
-27.58552846464147,35.49832160523786,Xai-Xai,MZ,-25.060476,33.6958809,75.2,75.2,0,89,14.23
14.573323698436397,26.430170081852538,Umm Kaddadah,SD,9.944434,30.500191,73.76,73.76,0,30,3.15
-1.4848031709836533,-45.36944288104297,Turiacu,BR,-1.6689743,-45.3687326,85.91,85.91,76,61,10.65
-82.38868919334251,-99.81217748368212,Punta Arenas,CL,-53.1638329,-70.9170683,41.32,41.32,36,99,36.04
22.994523843795605,-68.06625446293424,Cockburn Town,TC,21.4674584,-71.13891009999999,78.85,78.85,36,100,19.37
64.08719563195851,-133.91050892412096,Mayo,CA,53.93458099999999,-9.351645600000001,-25.61,-25.61,20,74,2.59
49.2248923628558,46.600478820524245,Pallasovka,RU,50.0429768,46.88867219999999,30.65,30.65,24,89,9.75
38.61985812367848,-19.056158691558323,Camacha,PT,32.679852,-16.8502879,67.21,68,20,68,5.82
12.397683657240123,-173.56980876781864,Kapaa,US,22.0881391,-159.3379818,74.5,77,1,78,4.7
42.82816743087625,-134.79428896499633,North Bend,US,47.4956579,-121.7867775,46.4,46.4,1,75,6.93
0.9616129953340362,110.6360649266822,Kuching,MY,1.6076812,110.3785438,75.2,75.2,75,94,2.24
64.58361828456773,-95.13211871967526,Thompson,CA,33.6454798,-117.6413112,10.4,10.4,90,66,17.22
-62.89303454007867,55.38264620940558,Taolanaro,MG,-25.0225309,46.9853688,,,,,
-58.58447709778578,170.35064935158084,Bluff,NZ,-29.9218618,31.0048384,50.63,50.63,0,100,9.98
69.2787585690038,142.74283113034033,Deputatskiy,RU,69.30260299999999,139.9583829,-12.38,-12.38,64,74,2.93
-71.82614205773997,34.06284402236125,Port Elizabeth,ZA,-33.7139247,25.5207358,59,59,0,82,3.36
19.31488856877209,-114.92058353227597,Cabo San Lucas,MX,22.8905327,-109.9167371,91.47,93.2,5,21,4.7
-44.892372178280944,137.14948863052604,Portland,AU,45.5230622,-122.6764815,60.89,60.89,0,99,6.51
83.88698619958188,137.21785325054884,Nizhneyansk,RU,71.450058,136.1122279,,,,,
-20.91243846242648,-29.771909359469845,Caravelas,BR,-17.6793494,-39.6105142,77.72,77.72,0,100,11.65
8.672714556740132,-158.5818173672758,Hilo,US,19.7070942,-155.0884869,73.4,73.4,1,69,4.61
-15.217813251738306,103.25084966187387,Palabuhanratu,ID,-6.9852341,106.5475399,,,,,
-75.88763184611308,31.814053838181394,Port Elizabeth,ZA,-33.7139247,25.5207358,59,59,0,82,3.36
57.57974567754158,-13.696446573404529,Westport,IE,41.1414717,-73.3579049,42.8,42.8,75,100,3.36
55.71895217683726,-154.18327735385716,Kodiak,US,57.79000000000001,-152.4072221,30.2,30.2,1,74,6.93
-47.65911077044339,-82.25793742841176,Castro,CL,34.4985047,-102.3463875,51.35,51.35,92,100,8.97
-21.436429899905505,-17.962025532566514,Jamestown,SH,37.2082678,-76.77408969999999,68.05,68.05,64,100,15.79
-75.12563992850443,12.348399234471032,Hermanus,ZA,-34.4092004,19.2504436,63.23,63.23,0,59,3.71
89.50793075094066,124.71909951003573,Tiksi,RU,71.6374819,128.8644717,9.23,9.23,64,84,7.74
-62.093548343249175,-18.818898666605236,Cidreira,BR,-30.1768543,-50.2089307,75.02,75.02,88,79,10.2
77.49434010087262,-27.844521587663166,Illoqqortoormiut,GL,70.48556909999999,-21.9628757,,,,,
-72.18262106238198,-179.54436683225953,Vaini,TO,-21.1935,-175.1751534,78.8,78.8,75,94,2.24
66.32505761797754,143.2754994953167,Khonuu,RU,66.455612,143.2225799,,,,,
-54.74064630628805,91.71478625886812,Busselton,AU,-33.6554927,115.3500188,61.12,61.12,76,100,10.87
-27.56892294525545,27.91360718247131,Heilbron,ZA,-27.2819782,27.9834738,60.26,60.26,24,49,7.18
-58.30665537928668,-140.69843318839554,Rikitea,PF,-23.119901,-134.9702654,73,73,48,100,18.59
70.58140137618406,-21.621169570600046,Illoqqortoormiut,GL,70.48556909999999,-21.9628757,,,,,
43.82397518901763,151.64237278994682,Sentyabrskiy,RU,60.493056,72.19638909999999,,,,,
-30.53653795863041,134.29333126073647,Flinders,AU,-38.474,145.022,53.6,53.6,48,100,4.7
30.61831130544536,-33.764702814345185,Ribeira Grande,PT,37.8210369,-25.5148137,68,68,75,94,4.7
-87.4334862967788,90.96390375687338,Albany,AU,42.6525793,-73.7562317,60.71,60.71,68,91,4.16
86.38688431704767,157.3535782268841,Cherskiy,RU,68.742677,161.3507839,13.01,13.01,92,88,5.39
88.261323872064,138.35009654376125,Nizhneyansk,RU,71.450058,136.1122279,,,,,
-50.10653432726487,92.91342915397979,Busselton,AU,-33.6554927,115.3500188,61.12,61.12,76,100,10.87
71.11625345955696,91.1221947129244,Talnakh,RU,69.5,88.39999999999999,-16.25,-16.25,36,95,3.15
-23.722193917264164,-164.39276045475333,Avarua,CK,-21.2129007,-159.7823059,78.8,78.8,40,78,11.41
30.88514254535673,-37.14271549322834,Ribeira Grande,PT,37.8210369,-25.5148137,68,68,75,94,4.7
-1.0777114377956565,-106.05526682776103,Puerto Ayora,EC,-0.7432918,-90.3156893,78.8,78.8,20,50,16.11
83.41986458993495,97.13056584641294,Khatanga,RU,71.964027,102.4406129,-6.53,-6.53,24,60,11.32
27.215244968266305,-157.23789122609838,Kapaa,US,22.0881391,-159.3379818,74.5,77,1,78,4.7
-67.24594180211045,132.05135376431792,New Norfolk,AU,-42.7828332,147.0593848,59,59,0,77,6.93
-53.41430088321777,159.51507862775134,Tuatapere,NZ,-46.1357909,167.6892231,46.27,46.27,80,100,4.61
-72.25470422864073,126.32711005294112,New Norfolk,AU,-42.7828332,147.0593848,59,59,0,77,6.93
30.599031650239567,-51.95550617789735,Saint George,BM,37.0965278,-113.5684164,69.8,69.8,20,49,11.41
-68.58607325248798,-26.281663066926797,Mar Del Plata,AR,-38.0054771,-57.5426106,59,59,40,51,16.11
-71.29932417128023,-166.2926630888682,Avarua,CK,-21.2129007,-159.7823059,78.8,78.8,40,78,11.41
62.21362784676094,103.05113963457552,Vanavara,RU,60.3394104,102.2965426,-12.69,-12.69,76,78,3.15
-47.02769073369847,-68.9149414488731,Comodoro Rivadavia,AR,-45.8656149,-67.4822429,71.6,71.6,75,37,14.99
-67.59057684710302,69.24461138342261,Taolanaro,MG,-25.0225309,46.9853688,,,,,
-2.3346635556031856,140.23633628939342,Vanimo,PG,-2.6896767,141.2998457,83.03,83.03,76,100,15.46
-60.34970427833764,59.31766363374595,Taolanaro,MG,-25.0225309,46.9853688,,,,,
-33.424125763702875,-62.07506329332102,Venado Tuerto,AR,-33.7455566,-61.9690161,71.15,71.15,0,32,17.81
79.58833510959332,16.297997344087605,Longyearbyen,SJ,78.22317220000001,15.6267229,23,23,40,73,13.87
-40.23087319969684,-178.48051655529164,Vaini,TO,-21.1935,-175.1751534,78.8,78.8,75,94,2.24
82.96288196100826,18.96679867326199,Longyearbyen,SJ,78.22317220000001,15.6267229,23,23,40,73,13.87
-27.681382597348815,-19.79637502444234,Jamestown,SH,37.2082678,-76.77408969999999,68.05,68.05,64,100,15.79
69.30598442861609,-137.7082600778518,Aklavik,CA,68.219916,-135.0077881,3.97,5,90,84,4.7
87.44445269791203,125.8327829366466,Tiksi,RU,71.6374819,128.8644717,9.23,9.23,64,84,7.74
1.2124421302614934,-128.95937457565873,Atuona,PF,-9.803279999999999,-139.0425741,79.25,79.25,80,100,15.68
77.44716630947838,-18.537042444224994,Illoqqortoormiut,GL,70.48556909999999,-21.9628757,,,,,
20.738588010291508,-5.973038855117522,Taoudenni,ML,22.6764132,-3.9789143,71.24,71.24,0,13,8.41
-16.725216209557317,-78.09780056341208,Marcona,PE,-15.3439659,-75.0844757,,,,,
-36.239045480777705,21.328787233151502,Bredasdorp,ZA,-34.5385222,20.0568771,62.6,62.6,0,67,13.87
43.316086197096524,24.380840535759205,Dolni Dabnik,BG,43.408835,24.442316,,,,,
-14.835156319195008,179.1205679864396,Asau,TV,46.4399466,26.400959,,,,,
-41.86576775267562,-97.9614578136732,Ancud,CL,-41.8675003,-73.8276965,52.52,52.52,92,100,9.19
-18.908529496992358,86.99324008404994,Bengkulu,ID,-3.5778471,102.3463875,78.62,78.62,76,100,6.85
-8.01070791373877,115.32114271350923,Singaraja,ID,-8.1149145,115.0916254,78.8,78.8,40,88,3.36
15.29667731980659,80.60199263848386,Vetapalem,IN,15.785336,80.3073826,80.24,80.24,8,99,5.95
24.402552229421616,123.60433816783211,Ishigaki,JP,24.3406606,124.1555804,73.27,73.27,64,100,30.33
8.808309247828333,-99.46000203940139,Puerto Escondido,MX,15.8719795,-97.0767365,82.4,82.4,0,100,3.38
18.23548392240029,171.7942478617922,Butaritari,KI,3.1166667,172.8,83.44,83.44,0,100,1.14
-14.106946389486978,-120.79622008752636,Rikitea,PF,-23.119901,-134.9702654,73,73,48,100,18.59
58.57741999431454,-24.99993129317548,Grindavik,IS,63.8441808,-22.4383818,27.97,30.2,75,92,5.82
9.898919539208208,33.7561656839255,Asosa,ET,10.0619827,34.5473005,70.16,70.16,12,61,4.61
81.0308875484937,-75.12094318719355,Qaanaaq,GL,77.4670434,-69.2284827,-3.02,-3.02,32,100,10.76
-19.979615040035597,156.43755133011274,Bundaberg,AU,-24.8669736,152.3509714,71.33,71.33,80,100,11.99
46.044517174307316,55.274984318344764,Beyneu,KZ,45.3222362,55.181848,23.27,23.27,0,82,7.4
51.55538914437173,26.06458179737791,Zarichne,UA,51.81818939999999,26.1255724,34.25,34.25,80,99,6.62
5.219756707274115,-101.48504207282996,Puerto Escondido,MX,15.8719795,-97.0767365,82.4,82.4,0,100,3.38
42.45069796654468,-147.75988494591002,Kodiak,US,57.79000000000001,-152.4072221,30.2,30.2,1,74,6.93
-69.76124322452685,-54.58089451524657,Ushuaia,AR,-54.8019121,-68.3029511,33.8,33.8,75,100,24.16
25.6768194922996,61.81161101154137,Jiwani,PK,25.0472733,61.74587589999999,66.79,66.79,0,61,11.1
-74.24542880395148,41.61777188180051,Port Alfred,ZA,-33.5864065,26.8851448,62.47,62.47,0,88,6.17
-22.595553219805325,-1.9082633255685266,Jamestown,SH,37.2082678,-76.77408969999999,68.05,68.05,64,100,15.79
67.5025970243122,-120.72550364964619,Norman Wells,CA,65.28149379999999,-126.8286524,-5.81,-5.81,90,76,8.05
39.268396969208084,103.25513186870415,Jinchang,CN,38.520089,102.188043,17.47,17.47,64,74,5.61
-87.88789735094745,-95.91023917254527,Punta Arenas,CL,-53.1638329,-70.9170683,41.32,41.32,36,99,36.04
39.947056137925955,75.00006962431482,Kashi,CN,25.3176452,82.9739144,35.6,35.6,0,47,11.18
4.306484770404396,-76.07804833444824,Zarzal,CO,4.394865000000001,-76.07285399999999,79.65,80.6,40,61,2.59
-60.572047834957374,178.28737291920447,Kaitangata,NZ,-46.28334,169.8470967,,,,,
86.27481545088673,8.192243043564304,Barentsburg,SJ,78.0648475,14.2334597,,,,,
63.07656653519933,-73.39441648700209,Iqaluit,CA,63.74669300000001,-68.5169669,12.2,12.2,75,66,12.75
71.27315550481583,-84.02907558495286,Clyde River,CA,70.47636500000002,-68.60126509999999,-18.41,-18.41,40,82,2.24
48.81795350784387,9.869356138689398,Heubach,DE,48.7932273,9.931607,37.92,39.2,75,89,5.82
-42.570995775475524,3.78735339652539,Cape Town,ZA,-33.9248685,18.4240553,60.8,60.8,20,87,10.29
63.04323784938279,-75.52052807943468,Iqaluit,CA,63.74669300000001,-68.5169669,12.2,12.2,75,66,12.75
-41.49976435002937,-102.35685198196363,Ancud,CL,-41.8675003,-73.8276965,52.52,52.52,92,100,9.19
77.5202555923349,-59.688080100129866,Upernavik,GL,72.7862882,-56.1375527,8.65,8.65,0,100,13.78
-88.90631058993326,-51.40848324076322,Ushuaia,AR,-54.8019121,-68.3029511,33.8,33.8,75,100,24.16
-61.86937797259033,84.07647219707707,Busselton,AU,-33.6554927,115.3500188,61.12,61.12,76,100,10.87
37.247618458093825,-139.08358185665483,Fortuna,US,40.5981867,-124.1572756,51.15,53.6,1,70,9.17
-85.42904826653462,127.9985110829416,New Norfolk,AU,-42.7828332,147.0593848,59,59,0,77,6.93
